ID	Gold	Pred	Text
ID-342	Positivenews	negative	Thieves Write Apology Letter And Vow To Get Sober After Stealing From Boy With Brain Tumor
ID-343	PalmerReport	neutral	Trump can’t even get the Russia thing right anymore
ID-344	dailykos	neutral	Trump gets $2.9 million payday earlier this month from mysterious real estate buyer
ID-345	OAN	positive	Trump says he is confident Mexico will enforce new immigration deal
ID-346	PalmerReport	neutral	Trump’s GOP takes its corruption to a whole new level
ID-347	Vox	neutral	"""Trump’s hasty plan to get Americans back on the moon by 2024"
ID-348	NewsBusters	negative	Twitter Bans ‘Dehumanizing Language’ Against Religions
ID-349	WT	negative	U.S. Secretary of State Mike Pompeo says 'several' Americans have been killed in the Easter Sunday b
ID-350	HuffPost	neutral	"""UN Bows To U.S. Demands"
ID-351	NewsMax	neutral	US Wants 2 Years to ID Migrant Kids Separated from Families
ID-352	NYT	positive	"""Ukraine Election: Comedian Trounces President"
ID-353	TheGuardian	neutral	Venezuela: Red Cross brokers Maduro-Guaidó deal to allow aid delivery
ID-354	FreeBacon	negative	Warren Helped Confirm Clueless Obama Bundlers as Ambassadors
ID-355	Twitchy	positive	Watch Halle Berry KICK A** in a promo video for future Academy Award Best Picture winner ‘John Wick: Chapter 3’
ID-356	Breitbart	neutral	Waters: The Public Will 'Push on' Congress to Impeach Trump and 'We're Going to Have to Do It'
ID-357	Vox	positive	We asked all the 2020 Democrats how they’d fix child care. Here’s what they said.
ID-358	NationalReview	neutral	White House Economic Adviser Touts Trump’s Help for ‘the Hopeless’
ID-359	ForeignPolicy	positive	"""Whoever Wins Indonesia’s Presidential Election"
ID-360	TNR	neutral	"""With Craig Indictment"
ID-361	OAN	negative	‘American Taliban’ to be released from prison Thursday
ID-362	Alternet	neutral	‘Stunning’: Mormon Church decides same-sex couples are no longer heretics — and their children can now be baptized
ID-363	WP	negative	‘They would get killed’: The weather forecast that saved Apollo 11
ID-364	Positivenews	negative	13-Year-Old Boy Buys His Struggling Mom A Car
ID-365	Alternet	neutral	Beyoncé makes black feminism accessible in her Coachella film ‘Homecoming’ — building on the education she’s delivered for years
ID-366	Economist	neutral	California leads subnational efforts to curb climate change
ID-367	Positivenews	neutral	"""Church Raises $100"
ID-368	ABC	negative	Delta pilot arrests passenger; plane returns to Puerto Rico
ID-369	PalmerReport	neutral	Donald Trump gets flustered by yet another woman in charge
ID-370	Quartz	neutral	Donald Trump made me want to be American
ID-371	TheGuardian	neutral	"""England would be better off without Scotland"
ID-372	Positivenews	neutral	Hospital Staff Helps Teens Go To Prom After Car Accident
ID-373	NewsMax	negative	"""ISIS Lost Its Home"
ID-374	Positivenews	neutral	Man Adopts Old Dogs From Shelters No One Else Wants
ID-375	TheGuardian	neutral	Mick Jagger back on stage three months after heart surgery
ID-376	ABC	negative	More than 170 firefighters battle large wildfire in Greece
ID-377	TheAdvocate	negative	"""Port Allen murder suspect suffocated his mother by shoving rag down her throat"
ID-378	NBC	positive	Rescue crews follow giggles to find missing toddler in Canada
ID-379	Intercept	negative	She Defended Her Land Against a Mine in Guatemala. Then She Fled in Fear for Her Life.
ID-380	Twitchy	negative	Take a MILLION seats! Conservative women OWN Sen. Patty Murray for equating abortion with ‘control’ and DAMN
ID-381	Positivenews	positive	Teens Assist Elderly Man Who Fell And Walk Him Home To Clean His Wounds
ID-382	NewsBusters	negative	The Undefeated Accuses White Sports Fans of Dehumanizing Black Athletes
ID-383	Reason	negative	"""Congress May Not Bar Registration of """"Immoral or Scandalous"""" Trademarks—But """"Vulgar or Profane"""" Marks"
ID-384	FoxNews	negative	'Piece of garbage': Donald Trump Jr. slams Tom Arnold over lament he and brother Eric haven't been robbed
ID-385	Vice	neutral	'The Farewell' Makes the Asian American Immigrant Experience Feel Universal
ID-386	RollCall	positive	3 things to watch in the first special election primary of the year
ID-387	Positivenews	negative	6-Year-Old Opens A Lemonade Stand To Take Mom On A Date After His Dad Dies
ID-388	NPR	neutral	A Celebration Of Nipsey Hussle's Life Takes Place In Los Angeles
ID-389	LATimes	negative	A police chief left her gun in an El Pollo Loco bathroom. Then someone stole it
ID-390	Truthout	negative	AOC and Warren Have Some Tough Questions for Mnuchin About Sears’s Collapse
ID-391	LATimes	negative	All 67 miles of Backbone Trail are open 8 months after Woolsey fire
ID-392	TheAmericanConservative	neutral	American Psycho Author Should Stick to Fiction
ID-393	WP	negative	"""Angela Merkel says she rejects Trump’s racist remarks"
ID-394	dailymail	neutral	Arsonist gang firebombs 39 cars in a single night over 30-mile stretch of Worcestershire
ID-395	dailycaller	neutral	At Least 323 Public Execution Sites Located Around North Korea: Report
ID-396	TheHill	negative	At least 18 injured in shooting at Walmart in El Paso
ID-397	TheBlaze	neutral	Atheist group complains 'God bless America' is said at elementary school after daily pledge. District quickly falls in line.
ID-398	RollCall	neutral	"""Atheist prayers can be barred by House chaplain"
ID-399	Marketwatch	positive	"""August gold gains $3.20"
ID-400	BBC	positive	Baby girl found alive inside plastic bag
ID-401	dailysignal	neutral	Barr Is Right: The Trump-Russia Conspiracy Is ‘Bogus’
ID-402	RealClearPolitics	neutral	Bernie Sanders Is Right to Go on Fox News
ID-403	Intercept	neutral	Betsy DeVos Quietly Making It Easier for Dying For-Profit Schools to Rip Off a Few More Students on the Way Out
ID-404	dailymail	negative	"""Brazilian gang jokes with knives in video before Paraguay prison riot left 10 dead"
ID-405	dailymail	neutral	"""British man"
ID-406	BBC	neutral	Burning Russian plane makes emergency landing
ID-407	TheHill	positive	Buttigieg: I'm a capitalist but democracy is 'more important' than capitalism
ID-408	TNR	positive	Care in a Land of Closing Hospitals
ID-409	dailysignal	negative	Cheap Shots Against State Department Official Show Critics Aren’t Serious
ID-410	BBC	neutral	Christchurch shootings: The New Zealanders rallying to help victims
ID-411	ForeignPolicy	neutral	Climate Change Requires Big Solutions. But Baby Steps Are the Only Way to Go.
ID-412	OAN	neutral	Climate scientists partner with McKinsey to push companies to self-regulate
ID-413	dailysignal	neutral	"""Cruz Calls for Investigations of Antifa"
ID-414	FreeBacon	negative	Cruz Delivers Forceful Speech Denouncing Anti-Semitism
ID-415	BussinesInsider	negative	"""Disruptive Technology in the Legal Sector"
ID-416	BBC	positive	Donald Trump joins Shannon Airport hall of fame
ID-417	TheFederalist	negative	Dr. Who Writer Claims He Was Cancelled For Tweeting ‘Trannie’
ID-418	dailymail	negative	Drug dealer fleeing police on motorbike hit and killed grandmother
ID-419	NYP	negative	Drunk driver busted when cops find gas pump nozzle attached to Range Rover
ID-420	BussinesInsider	neutral	ENEL Finance International N.V. -- Moody's changes outlook on Enel to positive; affirms ratings
ID-421	HuffPost	negative	"""Easter Weekend Bombings In Sri Lanka Kill 207 At Churches"
ID-422	HuffPost	negative	Ebola Outbreak In Congo Declared A Global Health Emergency
ID-423	TheGuardian	neutral	Eiffel Tower closed after man tries to climb Paris landmark
ID-424	TheGuardian	negative	El Salvador rape victim jailed for murder after stillbirth faces retrial
ID-425	TheWeek	neutral	England new boy Declan Rice in hot water over old social media post
ID-426	TheGuardian	negative	England’s victory over Scotland overshadowed by Layla Guscoth injury
ID-427	FoxNews	neutral	Explosions heard in Syrian capital apparent Israeli strikes
ID-428	MotherJones	negative	Facebook Emails Reveal That Mark Zuckerberg Doesn’t Care About Your Privacy
ID-429	Vice	negative	Facebook's New Chatbot Is Unsure if Mark Zuckerberg Is a Murderer
ID-430	BBC	neutral	Fifteen-year-old Nigerian builds small scale construction machines
ID-431	Vice	negative	Florida Man Killed by World’s Most Dangerous Bird
ID-432	TheBlaze	negative	Florida woman stabs herself in gut three times because she was ‘tired of living in Trump’s country'
ID-433	Quartz	negative	Former executives of a French telecom have been brought to trial over employee suicides
ID-434	Quartz	neutral	From Biggie to Kendrick Lamar: outtakes from hip-hop’s most iconic
ID-435	Time	neutral	Game of Thrones’ Star Jacob Anderson on Where He Thinks Grey Worm’s Loyalty Will Lead Him
ID-436	TheGuardian	negative	Geraint Thomas taken to hospital after heavy crash at Tour de Suisse
ID-437	TheHill	negative	Groups ask court to block ex-felon voting law in Florida
ID-438	dailymail	neutral	"""Harriet Wran"
ID-439	Slate	positive	"""Help! I Found Child Porn on My Fiancé’s Computer"
ID-440	ProPublica	negative	Here Are Your Stories of Being Tricked Into Paying by TurboTax. You Often Need the Money.
ID-441	PalmerReport	positive	Here comes Robert Mueller’s dramatic grand finale
ID-442	FreeBacon	neutral	Hickenlooper: Government Can’t Compete With Private Insurance
ID-443	democracynow	neutral	Hold Israel Accountable: Palestinians Call on Int'l Community to Oppose Golan Heights Annexation
ID-444	TheAmericanConservative	neutral	Hong Kong Launches Massive Resistance Against China
ID-445	Vice	negative	Hong Kong Police Make ‘Largest Ever’ Seizure of Explosives in Lead Up to Protests
ID-446	Time	neutral	Hot Air Balloon Stolen From Indiana Recovered in Florida
ID-447	ThinkProgress	negative	I regret to inform you that Trump’s lawyers are right about a crucial civil rights case
ID-448	TPM	neutral	"""In Private Chats"
ID-449	OAN	negative	"""In upset"
ID-450	BBC	positive	India floods: Hundreds of passengers rescued from train
ID-451	HuffPost	neutral	India's Right Wing Tightens Grip As Modi And BJP Set To Sweep Elections
ID-452	ThinkProgress	neutral	Interior secretary will be allowed to meet with former fossil fuel clients starting this weekend
ID-453	WT	neutral	"""Iraq"
ID-454	NYP	negative	"""Jealous Massachusetts teen found guilty of killing"
ID-455	NYP	positive	Jeffrey Epstein engaged in ‘improper sexual contact’ while doing time in Florida: lawyer
ID-456	PoliticoPulse	positive	Jeffrey Epstein prosecutors aided by ‘excellent investigative journalism’
ID-457	dailycaller	neutral	John Bolton Says Iran Doesn’t Own A ‘Hunting License In The Middle East’
ID-458	TheBlaze	negative	Jon Miller: Mueller findings derail 2020 Democrats' campaign schemes
ID-459	Intercept	negative	"""Julian Assange Suffered Severe Psychological and Physical Harm in Ecuadorian Embassy"
ID-460	Marketwatch	neutral	"""June WTI oil down 64 cents"
ID-461	MotherJones	neutral	Kim Petras’ New Track Revitalizes a Longstanding Controversy
ID-462	TheGuardian	positive	"""Larger actors rarely get cast as romantic leads"
ID-463	BBC	negative	Libya ‘war crimes’ videos shared on social media
ID-464	TheBlaze	negative	Local Fox anchor caught on video dropping f-bomb as she apparently blasts station execs for asking her to hide her presence on conservative social media site
ID-465	Economist	negative	Loneliness is a serious public-health problem
ID-466	dailymail	negative	MPs blast 'irresponsible' Jeremy Kyle Show over 'fake' lie detector tests
ID-467	FreeBacon	neutral	MSNBC’s Ruhle: GOP Opposes Harris Because She’s ‘Too Black’
ID-468	Economist	negative	Malaria is fighting back against efforts to eliminate it
ID-469	HuffPost	neutral	"""Malaysia To Send 3"
ID-470	Positivenews	neutral	Man Lands Job After Officer Gives Him Ride To Interview Instead Of Ticket
ID-471	dailymail	neutral	Marine Le Pen claims to have been tricked into preforming white-power salute
ID-472	Breitbart	negative	Mario Lopez Attacked for Saying Parents Shouldn't Let Their Children Choose Genders
ID-473	LATimes	neutral	"""Maty Ezraty"
ID-474	Truthout	neutral	Medicare for 64-Year-Olds Is a Step Toward Medicare for All
ID-475	Time	neutral	Meghan Markle Had Very Specific Photography Standards for Her Guest-Edited British Vogue Issue
ID-476	Reason	negative	Mississippi Sued for Awful 'Veggie Burger' Ban
ID-477	Time	positive	Move Over Coffee Cup. Fans Think Jaime Lannister Grows His Right Hand Back in This Game of Thrones
ID-478	RealClearPolitics	negative	Mueller Reminds the Public: Trump Betrayed the U.S.
ID-479	HuffPost	neutral	Notre Dame Celebrates First Mass Since Fire Destroyed Parts Of Iconic Church
ID-480	BBC	negative	Notre-Dame fire: The moment the spire collapses
ID-481	TheGuardian	negative	Novak Djokovic gives a qualified backing to disgraced Justin Gimelsto
ID-482	TheBlaze	neutral	Ocasio-Cortez admits how much her 'Green New Deal' will cost — the number is startling
ID-483	NewsBusters	neutral	"""On CNN"
ID-484	HuffPost	neutral	"""On The Brazil Border"
ID-485	TheAmericanConservative	neutral	"""On Venezuela"
ID-486	RollCall	negative	"""On heels of Senate loss"
ID-487	WT	neutral	"""Palestinians: EU"
ID-488	dailymail	negative	Parents of South Australian girl killed when Lamborghini careered onto a footpath mourn
ID-489	TheBlaze	neutral	Pat Gray: We are one step closer to '1984'
ID-490	Time	positive	People Are So Floored By Blue Ivy’s Singing on Beyonce’s Surprise Album Homecoming They’re Joining the Ivy League
ID-491	BussinesInsider	negative	Personalized gene-edited immune cell therapy for patients with solid cancers: New data establishes approach for verifying patient-specific cancer mutation targets
ID-492	TheGuardian	positive	Peter Kennaugh takes break from cycling ‘to rediscover happiness’
ID-493	Intercept	negative	PhRMA Is Funding a Democratic Think Tank Trying to Derail Medicare for All
ID-494	Vice	neutral	Planting ‘Billions of Trees’ Isn’t Going to Stop Climate Change
ID-495	dailysignal	neutral	Podcast: How to Achieve Racial Unity in America
