,ID,Source,Pred,Monthly Visitors November 2020,Text
,ID-4666,Breitbart,neutral,98740000,"""Farage's Brexit Party Smashes 100"
,ID-4949,Breitbart,neutral,98740000,Stephen King: 'It is Time for Susan Collins to Go'
negative,,,41,,
,ID-90,Breitbart,negative,98740000,Mexican Cartels Fight for Control of Border State Prison
,ID-315,Breitbart,negative,98740000,Nolte: Massive Viewership Collapse Drops CNN Prime Time to 15th Place
,ID-472,Breitbart,negative,98740000,Mario Lopez Attacked for Saying Parents Shouldn't Let Their Children Choose Genders
,ID-636,Breitbart,negative,98740000,Dayton Mayor Mocks Trump: 'He Might Be Going to Toledo'
,ID-647,Breitbart,negative,98740000,'Act Cautiously': China Warns U.S. Against Push to Label Pakistan-Based Jihadi a ‘Global Terrorist'
,ID-648,Breitbart,negative,98740000,"""16 U.S. Marines Arrested on Human Smuggling"
,ID-725,Breitbart,negative,98740000,"""Gabbard on Dem Debate: Lack of Minutes"
,ID-1246,Breitbart,negative,98740000,Alabama Democrat State Rep Calling for 'Unwanted Children' to Be Aborted Announces Primary Challenge Against Sen. Doug Jones
,ID-1252,Breitbart,negative,98740000,Booker: Biden Not Up to Dealing With Trump Who 'Uses Racism as Political Currency'
,ID-1495,Breitbart,negative,98740000,Peter Thiel: Elizabeth Warren Is Most ‘Dangerous’ 2020 Candidate
,ID-1600,Breitbart,negative,98740000,‘The Worst Nightmare for a Parent’: U.S. Family Accuses Kenya of Using Mob to Kidnap 3-Year-Old Son
,ID-1679,Breitbart,negative,98740000,Infamous Drug Lord 'El Chapo' Sentenced to Life In Prison
,ID-1784,Breitbart,negative,98740000,Trump Suggests John Kerry's Meetings with Iran 'Big Violation of Logan Act'
,ID-1998,Breitbart,negative,98740000,Robert Redford Says Impeaching Trump Is Pointless If There Will Be ‘No Planet to Live On’
,ID-2014,Breitbart,negative,98740000,French Satirist Bemoans 'Stupid' New York Times Cartoon Ban
,ID-2150,Breitbart,negative,98740000,Harris Top Choice of Hispanic Dems After Criticizing Obama on Deportations
,ID-2156,Breitbart,negative,98740000,Cuomo: Trump Has 'Fomented Hatred' that Led to 'El Paso Madman'
,ID-2182,Breitbart,negative,98740000,U.S. and Japan Battle China for Influence in Zimbabwe
,ID-2254,Breitbart,negative,98740000,Booker: Trump 'Is Worse Than a Racist' -- Similar to George Wallace
,ID-2300,Breitbart,negative,98740000,Khamenei: U.S. 'Idiots' Reached 'Rock Bottom' with IRGC Terror Label
,ID-2321,Breitbart,negative,98740000,Nolte: Media Fabricate 'Racist Outrage' Hoax About Disney's 'Little Mermaid' Casting
,ID-2332,Breitbart,negative,98740000,Raptors Exec Allegedly 'Pushed' and 'Struck' Sheriff's Deputy After Finals Game
,ID-2389,Breitbart,negative,98740000,Canada Responds to Philippines' War Threat with Offer to Take Back Garbage
,ID-2405,Breitbart,negative,98740000,Female Athlete Claims Retaliation After Fighting Transgender Athlete Policy
,ID-2556,Breitbart,negative,98740000,Politico: Democrats' DACA Amnesty Stalls amid Political Fear of Migrant Crime
,ID-2557,Breitbart,negative,98740000,Pope Francis: Climate Crisis ‘Leading the World Towards Disaster’
,ID-2569,Breitbart,negative,98740000,Sri Lanka Identifies Radical Imam Suspected of Masterminding Easter Bombings
,ID-3135,Breitbart,negative,98740000,"""Democrat on Abortion: ‘Some Kids Are Unwanted"
,ID-3152,Breitbart,negative,98740000,Flashback: Bernie Sanders Cited North Korea to Slam Conditions in Baltimore: 'That Is a Disgrace'
,ID-3192,Breitbart,negative,98740000,Nolte: New York Times Wants Ban on 'Sexist' Air Conditioning
,ID-3202,Breitbart,negative,98740000,Philadelphia Archbishop: ‘Predatory Homosexuality’ Cause of Abuse Crisis
,ID-3461,Breitbart,negative,98740000,Bernie Sanders Campaign Co-Chair Refuses to Condemn Human Rights Abuses in Venezuela
,ID-3486,Breitbart,negative,98740000,NBC's Chuck Todd Lets Jerry Nadler Spread Fake News About Don Jr's Trump Tower Meeting
,ID-3501,Breitbart,negative,98740000,Video Shows Migrants Abusing Children at Arizona Border Fence
,ID-4275,Breitbart,negative,98740000,Swedish Vegans on Trial for Starving Two-Year-Old Daughter
,ID-4463,Breitbart,negative,98740000,Exclusive -- Jerome Corsi Claims Mueller's Team Tried to Pressure Him Into Pleading Guilty
,ID-4562,Breitbart,negative,98740000,Gun Control Fail: Mexico Homicides Nearly Three Times Higher Than U.S.
,ID-4755,Breitbart,negative,98740000,Khan's London: Bus Driver Crashes Into Depot After Smoking Crack
,ID-4850,Breitbart,negative,98740000,Sanders Campaign Manager Rips Corporatist Media: Debates Make ‘American People Stupider’
,ID-4897,Breitbart,negative,98740000,Dan Gainor on Big Tech Censorship: ‘Absolutely a Threat’ to Our Democratic Republic
,ID-4920,Breitbart,negative,98740000,Sundance Film Festival Co-Founder Gets Six Years to Life in Sex Abuse Case
positive,,,6,,
,ID-693,Breitbart,positive,98740000,Charlamagne tha God: 'I Definitely Don't Buy' Elizabeth Warren's Excuse for Ancestry Claim
,ID-2158,Breitbart,positive,98740000,Michael Moore Rips Democrats for Putting Faith in 'Frail Old Man' Robert Mueller
,ID-2499,Breitbart,positive,98740000,Border Patrol Agents Save Migrant from Deadly Exposure in Texas
,ID-2685,Breitbart,positive,98740000,Chris Matthews: Obama Presidency 'So Thrilling' --- It’s 'Still Thrilling to Me'
,ID-4384,Breitbart,positive,98740000,"""'Lord Help Us All': Samantha Power's Federal Work Emails Echo Peter Strzok"
,ID-4838,Breitbart,positive,98740000,Gwyneth Paltrow Branded 'A F*c king Extortionist' At Goop Wellness Summit
BussinesInsider,,,65,,
Pred:,,,Anzahl:,,
positive,,,16,,
,ID-149,BussinesInsider,positive,136000000,The 30 most popular products from last year's Amazon Prime Day — including the ones that surprised us
,ID-150,BussinesInsider,positive,136000000,The David & Sharon Johnston Centre for Corporate Governance Innovation Established at the University of Toronto's Rotman School of Management
,ID-264,BussinesInsider,positive,136000000,Consumers benefit from Demotech Support of Private Flood Insurance Carriers
,ID-901,BussinesInsider,positive,136000000,[non-NRSRO] SoftBank Corp. A mobile telephone terminal Credit Trust Series 2019-3 -- Moody's assigns definitive rating to SB's handset receivables ABS
,ID-1407,BussinesInsider,positive,136000000,"""EARTHQUAKE! American Humane Rescue Team Offers Tips to Keep Pets Safe Before"
,ID-1593,BussinesInsider,positive,136000000,[non-NRSRO] SoftBank Corp. A mobile telephone terminal Credit Trust Series 2019-3 -- Moody’s assigns definitive rating to SB’s handset receivables ABS (Japanese)
,ID-1824,BussinesInsider,positive,136000000,Car Insurance Quotes Online Will Help Drivers Find Affordable Coverage
,ID-1840,BussinesInsider,positive,136000000,Duke Energy applauds Trump decision on uranium production
,ID-2662,BussinesInsider,positive,136000000,The 8 best no-fee credit cards to open in 2019
,ID-2687,BussinesInsider,positive,136000000,DGAP-Adhoc: Allgeier successfully completes capital increase
,ID-2963,BussinesInsider,positive,136000000,Restaurant stocks have caught up with soaring S&P 500 gains in the last year. These 10 companies have surged and led the industry.
,ID-3010,BussinesInsider,positive,136000000,IT Employment Posts Slight Increase In June; Engineering Employment Shows Increasing Strength
,ID-3120,BussinesInsider,positive,136000000,Capital One and GitHub are being sued over allegations of not doing enough to protect customers after a massive data breach that affected over 100 million people
,ID-3176,BussinesInsider,positive,136000000,"""Live Nation Entertainment"
,ID-3717,BussinesInsider,positive,136000000,I'm a freelance writer with student loans who's kept excellent credit as I move all over the US. Here's exactly how I do it.
,ID-3722,BussinesInsider,positive,136000000,"""Introducing Platelet-Rich Plasma (PRP) Skin Rejuvenation and PRP Hair Restoration in East Syracuse"
neutral,,,39,,
,ID-176,BussinesInsider,neutral,136000000,TriciaBiz Launches Online Business School for Entrepreneurs in Africa
,ID-420,BussinesInsider,neutral,136000000,ENEL Finance International N.V. -- Moody's changes outlook on Enel to positive; affirms ratings
,ID-504,BussinesInsider,neutral,136000000,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Boston Scientific Corporation - BSX
,ID-711,BussinesInsider,neutral,136000000,Drivers Should Compare Car Insurance Quotes Before Renewing The Contract
,ID-896,BussinesInsider,neutral,136000000,Wirecard spikes on report SoftBank is considering an investment
,ID-970,BussinesInsider,neutral,136000000,"""Discover Provence and the French Riviera with Odysseys Unlimited: New 12-day Small Group Tour Debuts April 6"
,ID-1073,BussinesInsider,neutral,136000000,National Express Group PLC -- Moody's announces completion of a periodic review of ratings of National Express Group PLC
,ID-1357,BussinesInsider,neutral,136000000,"""ADW Capital Demands Public Strategic Alternatives Process"
,ID-1439,BussinesInsider,neutral,136000000,"""Howard Schultz takes a 'detour' in travels across America"
,ID-1551,BussinesInsider,neutral,136000000,"""To Spike Or Not To Spike"
,ID-1635,BussinesInsider,neutral,136000000,CarComputerExchange.com Announces a Record Breaking Month
,ID-1718,BussinesInsider,neutral,136000000,Niagara Distillery Opens In Niagara Falls
,ID-1746,BussinesInsider,neutral,136000000,"""SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Lyft"
,ID-1823,BussinesInsider,neutral,136000000,Canadian Transportation Agency announces plans to enhance accessibility of Canada's national transportation system
,ID-1850,BussinesInsider,neutral,136000000,"""Fuel Retailers"
,ID-1854,BussinesInsider,neutral,136000000,Global $397.2 Bn Facade Systems (Residential and Non-residential) Market 2018-2019 & Forecasts to 2023
,ID-1925,BussinesInsider,neutral,136000000,ThePokerDepot.com Launches Web-to-Print and Print OnDemand E-Commerce Application for Custom Poker Chips and Playing Cards
,ID-2611,BussinesInsider,neutral,136000000,"""Babson To Host 39th Annual Babson College Entrepreneurship Research Conference (BCERC) June 5-8"
,ID-2761,BussinesInsider,neutral,136000000,Colt Data Centre Services Announces Its Expansion in Frankfurt
,ID-2856,BussinesInsider,neutral,136000000,"""Stratus Building Solutions Ranked No. 2 Out of Entrepreneur's Highly Competitive 'Top 100 Franchises for Less Than $50"
,ID-2911,BussinesInsider,neutral,136000000,"""Shaping Humanity With Music"
,ID-3014,BussinesInsider,neutral,136000000,Nucor Plans To Build $1.35 Bln Steel Mill In Kentucky
,ID-3019,BussinesInsider,neutral,136000000,The president of JetBlue's venture capital firm is a renaissance woman who just might transform air travel (JBLU)
,ID-3054,BussinesInsider,neutral,136000000,Shinano Kenshi Introduces New Corporate Brand
,ID-3119,BussinesInsider,neutral,136000000,Callidus Capital Announces Liquidity and Recapitalization Arrangements and Provides Update on Timing of Release of Financial Statements
,ID-3287,BussinesInsider,neutral,136000000,Angiogenesis Foundation President And CEO Dr. William Li's EAT TO BEAT DISEASE Achieves New York Times Bestseller Status
,ID-3293,BussinesInsider,neutral,136000000,Barr-Nunn Offers New Team Fleets with Higher Pay
,ID-3576,BussinesInsider,neutral,136000000,Media attorney CHARLES HARDER named to Variety's 2019 Legal Impact Report
,ID-3694,BussinesInsider,neutral,136000000,DraftKings And The Arena Football League Launch New Fantasy Sports Game
,ID-3706,BussinesInsider,neutral,136000000,Four technology breakthroughs of BlackPearl.Chain are reinventing the public blockchain
,ID-3830,BussinesInsider,neutral,136000000,Avengers: Endgame Smashes Multiple Ticketing Records on Atom Tickets
,ID-3838,BussinesInsider,neutral,136000000,Chris Lythgo confirmed Commissionaires National Chair
,ID-3977,BussinesInsider,neutral,136000000,Bitcoin bulls may have to wait 22 years for the cryptocurrency to return to all-time highs
,ID-4454,BussinesInsider,neutral,136000000,"""Supergroup Consisting of Da Candy x Justin Prime x Onderkoffer featuring Jackie's Boy & Lil Eddie Releases"
,ID-4456,BussinesInsider,neutral,136000000,5 cool online startups that drop new products every single week of the year
,ID-4530,BussinesInsider,neutral,136000000,"""Apple"
,ID-4580,BussinesInsider,neutral,136000000,"""Meet Jeffrey Epstein"
,ID-4603,BussinesInsider,neutral,136000000,"""Teens are spending more on video games than ever before"
,ID-4744,BussinesInsider,neutral,136000000,"""Depression is on the rise among millennials"
negative,,,10,,
,ID-415,BussinesInsider,negative,136000000,"""Disruptive Technology in the Legal Sector"
,ID-491,BussinesInsider,negative,136000000,Personalized gene-edited immune cell therapy for patients with solid cancers: New data establishes approach for verifying patient-specific cancer mutation targets
,ID-846,BussinesInsider,negative,136000000,The SEC revealed the punishment it wants Elon Musk to face if he violates the terms of their settlement in the future (TSLA)
,ID-1025,BussinesInsider,negative,136000000,Investments Limited Bullish on South Florida Real Estate
,ID-1406,BussinesInsider,negative,136000000,Drivers Can Get Cheaper Collision Car Insurance Following The Next Tips
,ID-3455,BussinesInsider,negative,136000000,Arizona Iced Tea and Adidas promise to make 99-cent sneakers available 'at a later time' after permanently shutting down pop-up event following the assault of 2 teens
,ID-3480,BussinesInsider,negative,136000000,Hong Kong protesters have stormed the streets and graffitied the country’s legislative building — here are shocking pictures of the city takeover
,ID-3671,BussinesInsider,negative,136000000,Balanz Capital Valores S.A.U. -- Moody's withdraws ratings of Balanz Capital Valores S.A.U.
,ID-3979,BussinesInsider,negative,136000000,"""Boeing CEO admits 'mistake' with 737 Max ahead of Paris Air Show"
,ID-4408,BussinesInsider,negative,136000000,"""Here's one reason why Apple and Google could get hurt most by renewed antitrust pressure on big tech (AAPL"
